time,DDAvg,DDSD,FFAvg,FFMax,FFMin
2017-08-01 00:10:00,182.9,11.65,11.79,21.59,4.508
2017-08-01 00:20:00,180.4,12.85,11.24,18.42,4.769
2017-08-01 00:30:00,181.9,19.83,9.77,16.17,2.189
2017-08-01 00:40:00,178.0,11.77,10.62,16.56,5.521
2017-08-01 00:50:00,186.4,17.99,9.68,16.14,5.325
2017-08-01 01:00:00,177.0,11.76,10.88,18.49,4.083
2017-08-01 01:10:00,177.2,10.74,10.34,16.63,5.357
2017-08-01 01:20:00,180.2,12.41,10.97,17.31,2.907
2017-08-01 01:30:00,175.2,9.23,9.32,17.35,4.802
2017-08-01 01:40:00,181.1,13.69,10.95,18.78,4.933
2017-08-01 01:50:00,182.1,10.6,10.85,18.62,5.553
2017-08-01 02:00:00,178.2,8.72,10.25,15.91,5.619
2017-08-01 02:10:00,180.9,16.14,10.8,17.08,5.455
2017-08-01 02:20:00,171.5,10.69,10.71,16.33,5.096
2017-08-01 02:30:00,177.2,14.35,9.37,14.86,4.965
2017-08-01 02:40:00,178.3,13.9,10.59,17.08,4.247
2017-08-01 02:50:00,180.8,16.94,9.0,15.65,3.234
2017-08-01 03:00:00,177.5,8.73,10.49,18.29,5.619
2017-08-01 03:10:00,179.0,14.26,10.38,16.17,6.7620000000000005
2017-08-01 03:20:00,177.3,12.75,10.41,20.68,4.279
2017-08-01 03:30:00,179.8,9.6,12.27,18.98,7.2189999999999985
2017-08-01 03:40:00,175.6,12.97,12.0,19.93,5.88
2017-08-01 03:50:00,173.4,11.68,12.42,20.16,7.382999999999999
2017-08-01 04:00:00,172.2,10.33,11.19,17.57,7.481
2017-08-01 04:10:00,168.8,12.73,10.03,15.55,4.214
2017-08-01 04:20:00,173.0,13.41,10.2,20.55,4.279
2017-08-01 04:30:00,180.3,8.18,11.7,16.99,6.042999999999998
2017-08-01 04:40:00,176.1,11.54,11.98,18.13,8.17
2017-08-01 04:50:00,176.4,9.47,12.24,17.9,6.305
2017-08-01 05:00:00,174.6,12.48,10.85,16.1,5.357
2017-08-01 05:10:00,180.4,8.93,10.52,16.07,6.3370000000000015
2017-08-01 05:20:00,172.0,11.45,9.14,13.26,4.769
2017-08-01 05:30:00,174.7,10.43,9.14,12.41,5.7170000000000005
2017-08-01 05:40:00,173.3,11.1,8.62,14.54,5.4879999999999995
2017-08-01 05:50:00,174.9,15.09,8.84,15.29,1.666
2017-08-01 06:00:00,174.3,11.68,10.23,15.97,6.925
2017-08-01 06:10:00,177.1,10.45,9.78,15.09,6.566
2017-08-01 06:20:00,170.2,8.9,10.6,17.02,6.435
2017-08-01 06:30:00,176.7,9.42,11.52,17.51,7.481
2017-08-01 06:40:00,175.9,9.21,12.32,18.03,7.252000000000002
2017-08-01 06:50:00,170.4,14.19,11.56,20.22,5.39
2017-08-01 07:00:00,172.5,12.75,10.91,16.82,5.7170000000000005
2017-08-01 07:10:00,174.4,13.88,11.55,18.33,5.619
2017-08-01 07:20:00,172.9,9.35,12.83,20.02,7.121
2017-08-01 07:30:00,174.4,10.05,11.54,17.38,6.37
2017-08-01 07:40:00,170.7,10.77,11.39,16.56,6.468
2017-08-01 07:50:00,172.1,12.86,11.75,17.64,5.063
2017-08-01 08:00:00,170.5,10.07,11.02,15.88,6.9910000000000005
2017-08-01 08:10:00,169.1,12.13,11.18,15.26,7.579
2017-08-01 08:20:00,176.5,7.1370000000000005,9.76,13.26,6.3370000000000015
2017-08-01 08:30:00,171.0,11.46,10.4,15.09,6.3370000000000015
2017-08-01 08:40:00,164.9,9.39,11.67,15.42,8.56
2017-08-01 08:50:00,175.2,8.49,11.12,16.07,7.121
2017-08-01 09:00:00,179.4,7.072,12.59,17.84,7.742000000000001
2017-08-01 09:10:00,175.4,9.27,13.26,18.98,7.546
2017-08-01 09:20:00,178.2,6.0379999999999985,13.04,17.02,8.69
2017-08-01 09:30:00,178.1,9.69,12.9,18.29,8.26
2017-08-01 09:40:00,177.9,8.39,14.45,21.0,8.13
2017-08-01 09:50:00,174.9,9.92,13.07,17.08,8.43
2017-08-01 10:00:00,176.2,7.332000000000002,12.41,17.35,8.26
2017-08-01 10:10:00,178.0,7.145,12.64,16.24,8.98
2017-08-01 10:20:00,181.7,5.392,12.79,17.93,7.742000000000001
2017-08-01 10:30:00,179.8,5.8020000000000005,14.41,19.6,9.15
2017-08-01 10:40:00,179.9,5.009,14.73,20.06,8.95
2017-08-01 10:50:00,178.4,6.024,14.31,19.47,9.38
2017-08-01 11:00:00,179.3,8.12,14.17,20.51,9.44
2017-08-01 11:10:00,179.2,6.848,13.9,18.59,8.82
2017-08-01 11:20:00,179.6,6.5920000000000005,14.35,19.83,9.11
2017-08-01 11:30:00,179.8,6.497999999999998,12.88,17.02,9.28
2017-08-01 11:40:00,178.0,7.492000000000001,12.37,17.25,6.533
2017-08-01 11:50:00,181.9,7.282999999999999,12.49,16.69,7.2189999999999985
2017-08-01 12:00:00,183.9,7.987999999999999,11.46,16.89,8.04
2017-08-01 12:10:00,180.3,5.715,12.54,18.95,7.938
2017-08-01 12:20:00,181.9,8.12,11.33,15.39,6.729
2017-08-01 12:30:00,182.1,7.2570000000000014,13.67,18.39,7.677
2017-08-01 12:40:00,180.6,6.8020000000000005,12.78,18.2,7.971
2017-08-01 12:50:00,181.2,8.76,12.84,18.36,7.579
2017-08-01 13:00:00,178.1,5.688,12.35,16.17,8.56
2017-08-01 13:10:00,178.8,6.937,12.03,18.06,7.317
2017-08-01 13:20:00,181.6,7.4289999999999985,11.86,16.5,7.2189999999999985
2017-08-01 13:30:00,179.6,6.396,11.94,16.73,7.6110000000000015
2017-08-01 13:40:00,182.0,7.367000000000001,11.1,16.5,6.893
2017-08-01 13:50:00,179.0,7.412000000000001,10.63,15.91,6.599
2017-08-01 14:00:00,182.0,5.843,11.39,15.42,7.415
2017-08-01 14:10:00,184.3,7.867000000000001,11.29,16.79,6.0760000000000005
2017-08-01 14:20:00,178.2,7.938,11.6,17.05,7.252000000000002
2017-08-01 14:30:00,179.1,7.138,12.34,16.76,8.2
2017-08-01 14:40:00,180.9,4.84,13.06,18.06,8.07
2017-08-01 14:50:00,182.1,7.564,11.41,16.17,5.782
2017-08-01 15:00:00,183.2,6.956,8.95,13.85,4.214
2017-08-01 15:10:00,181.1,5.6770000000000005,12.58,18.85,7.187
2017-08-01 15:20:00,181.7,7.147,12.65,17.57,7.121
2017-08-01 15:30:00,182.0,6.507999999999999,14.58,19.89,10.32
2017-08-01 15:40:00,181.8,10.04,9.88,17.05,5.096
2017-08-01 15:50:00,178.0,9.34,7.811,10.85,2.025
2017-08-01 16:00:00,147.5,24.27,5.627000000000002,10.78,0.9470000000000001
2017-08-01 16:10:00,153.6,21.27,7.042999999999998,11.86,3.169
2017-08-01 16:20:00,174.4,8.65,10.83,19.08,7.056
2017-08-01 16:30:00,176.4,7.838999999999999,11.13,19.04,7.187
2017-08-01 16:40:00,177.7,8.31,11.45,15.35,7.677
2017-08-01 16:50:00,173.5,7.556,8.88,12.22,6.37
2017-08-01 17:00:00,172.2,7.652,10.19,13.0,7.154
2017-08-01 17:10:00,175.6,5.561,12.25,18.78,8.0
2017-08-01 17:20:00,168.9,8.32,10.93,14.57,7.709
2017-08-01 17:30:00,170.4,8.51,11.51,16.79,7.513
2017-08-01 17:40:00,169.1,8.05,12.38,17.12,7.775
2017-08-01 17:50:00,177.0,7.954,11.58,16.27,7.677
2017-08-01 18:00:00,180.7,7.665,12.44,17.35,7.938
2017-08-01 18:10:00,179.9,6.916,12.11,17.15,6.697
2017-08-01 18:20:00,180.3,5.997000000000001,11.67,19.73,7.023
2017-08-01 18:30:00,177.8,6.546,11.3,15.22,7.447999999999999
2017-08-01 18:40:00,179.8,5.216,13.61,17.05,8.85
2017-08-01 18:50:00,178.1,7.491,13.6,18.69,9.6
2017-08-01 19:00:00,176.4,6.497999999999998,12.8,16.43,9.38
2017-08-01 19:10:00,179.5,6.855,12.77,17.84,6.795
2017-08-01 19:20:00,178.7,7.357,13.21,17.05,9.83
2017-08-01 19:30:00,162.7,10.72,14.01,19.08,9.87
2017-08-01 19:40:00,166.1,8.84,11.94,15.88,8.56
2017-08-01 19:50:00,169.1,7.8370000000000015,13.47,19.7,8.3
2017-08-01 20:00:00,170.0,7.0710000000000015,15.3,21.46,10.88
2017-08-01 20:10:00,175.0,7.744,15.28,22.38,8.89
2017-08-01 20:20:00,176.1,7.231,12.05,15.12,8.3
2017-08-01 20:30:00,179.8,5.877999999999999,12.46,16.53,8.04
2017-08-01 20:40:00,178.3,6.9110000000000005,11.27,15.88,6.827000000000001
2017-08-01 20:50:00,179.6,6.084,12.14,16.86,8.46
2017-08-01 21:00:00,178.4,6.126,12.93,18.2,8.26
2017-08-01 21:10:00,179.9,6.5710000000000015,11.8,15.68,7.513
2017-08-01 21:20:00,177.4,6.252000000000002,12.62,18.2,7.872999999999998
2017-08-01 21:30:00,179.6,6.235,13.35,18.78,8.49
2017-08-01 21:40:00,175.9,6.462999999999999,12.28,17.64,9.24
2017-08-01 21:50:00,177.3,6.145,11.26,13.85,8.53
2017-08-01 22:00:00,180.4,5.065,9.0,12.48,5.325
2017-08-01 22:10:00,180.0,5.584,9.7,14.18,5.815
2017-08-01 22:20:00,183.3,8.52,9.22,12.58,5.749
2017-08-01 22:30:00,185.4,6.859,6.674,9.64,3.5610000000000004
2017-08-01 22:40:00,181.8,9.69,5.505,8.2,2.613
2017-08-01 22:50:00,182.9,7.342,4.759,7.089,3.103
2017-08-01 23:00:00,182.9,8.02,6.534,8.95,2.842
2017-08-01 23:10:00,181.7,6.3629999999999995,5.017,7.154,2.777
2017-08-01 23:20:00,179.4,5.122999999999998,6.524,8.07,4.835
2017-08-01 23:30:00,178.5,9.77,5.3870000000000005,8.2,3.365
2017-08-01 23:40:00,180.6,6.2170000000000005,5.957000000000002,8.46,3.855
2017-08-01 23:50:00,184.5,8.45,5.665,8.56,2.483
2017-08-02 00:00:00,184.3,11.89,5.041,7.089,1.4369999999999998
2017-08-02 00:10:00,176.8,9.86,5.501,8.33,3.332
2017-08-02 00:20:00,181.2,6.75,5.529,7.709,3.495
2017-08-02 00:30:00,181.2,16.84,5.783,9.87,2.907
2017-08-02 00:40:00,181.3,9.07,5.921,9.24,3.691
2017-08-02 00:50:00,182.2,11.76,6.404,9.31,4.345
2017-08-02 01:00:00,184.4,7.112,6.791,10.03,3.626
2017-08-02 01:10:00,179.1,9.08,6.4060000000000015,8.43,4.867
2017-08-02 01:20:00,171.9,10.17,5.64,8.07,3.103
2017-08-02 01:30:00,184.5,9.7,7.101,9.83,3.985
2017-08-02 01:40:00,183.1,10.25,6.0939999999999985,8.56,3.332
2017-08-02 01:50:00,179.2,7.273,7.172999999999999,9.67,4.998
2017-08-02 02:00:00,179.6,6.376,9.27,13.36,5.619
2017-08-02 02:10:00,182.7,7.033,9.27,13.26,6.207000000000002
2017-08-02 02:20:00,179.6,8.41,8.21,11.99,4.573
2017-08-02 02:30:00,177.8,6.395,8.8,12.81,6.042999999999998
2017-08-02 02:40:00,181.6,6.808,10.56,14.14,6.0760000000000005
2017-08-02 02:50:00,180.0,6.065,10.63,15.03,7.546
2017-08-02 03:00:00,179.5,5.698,9.56,12.41,5.782
2017-08-02 03:10:00,180.7,5.3039999999999985,8.53,12.12,4.573
2017-08-02 03:20:00,179.3,5.584,7.357,10.32,5.0310000000000015
2017-08-02 03:30:00,180.9,6.359,6.291,8.04,3.789
2017-08-02 03:40:00,181.0,6.138,5.872999999999998,8.3,4.018
2017-08-02 03:50:00,179.8,5.46,6.954,9.7,4.802
2017-08-02 04:00:00,181.8,6.085,7.114,10.19,4.769
2017-08-02 04:10:00,182.0,8.66,7.124,10.88,4.214
2017-08-02 04:20:00,181.6,8.6,6.562,9.08,4.279
2017-08-02 04:30:00,176.4,6.39,6.999,11.69,4.573
2017-08-02 04:40:00,179.9,9.22,6.632999999999999,9.67,3.365
2017-08-02 04:50:00,185.3,8.5,6.6160000000000005,11.27,4.279
2017-08-02 05:00:00,179.8,8.1,5.978,9.18,3.495
2017-08-02 05:10:00,181.0,9.6,6.296,8.62,3.593
2017-08-02 05:20:00,181.6,8.78,6.004,8.4,3.626
2017-08-02 05:30:00,177.4,6.768,7.534,10.85,4.704
2017-08-02 05:40:00,180.3,6.795,7.41,9.93,4.508
2017-08-02 05:50:00,183.1,11.26,6.615,10.65,4.279
2017-08-02 06:00:00,183.3,15.45,7.0710000000000015,10.58,4.541
2017-08-02 06:10:00,178.5,9.39,6.68,9.96,3.822
2017-08-02 06:20:00,179.8,7.449,7.313,11.53,4.018
2017-08-02 06:30:00,177.9,10.45,7.084,9.9,3.43
2017-08-02 06:40:00,174.3,7.885,6.699,10.36,3.887
2017-08-02 06:50:00,178.5,7.24,7.707999999999998,10.98,5.259
2017-08-02 07:00:00,175.5,7.6,6.724,10.0,3.92
2017-08-02 07:10:00,179.1,9.67,5.898,8.36,3.659
2017-08-02 07:20:00,174.2,9.03,5.546,8.0,3.495
2017-08-02 07:30:00,169.7,9.22,5.5470000000000015,7.35,3.299
2017-08-02 07:40:00,175.0,10.39,4.756,7.121,3.0380000000000003
2017-08-02 07:50:00,174.3,7.747999999999998,6.091,9.05,3.724
2017-08-02 08:00:00,173.9,10.03,5.723,7.807,2.6790000000000003
2017-08-02 08:10:00,172.0,10.1,5.396,7.807,3.463
2017-08-02 08:20:00,172.5,9.51,5.047,8.53,3.103
2017-08-02 08:30:00,170.3,8.62,4.934,6.925,2.875
2017-08-02 08:40:00,178.1,7.75,6.405,9.28,3.659
2017-08-02 08:50:00,181.8,11.15,5.127000000000002,7.84,2.7439999999999998
2017-08-02 09:00:00,178.2,6.634,4.671,7.6110000000000015,3.234
2017-08-02 09:10:00,180.6,10.25,5.362,9.24,2.123
2017-08-02 09:20:00,177.0,7.322999999999999,6.461,8.53,2.907
2017-08-02 09:30:00,173.9,7.682,7.1560000000000015,10.42,4.606
2017-08-02 09:40:00,177.3,7.949,7.009,9.67,4.573
2017-08-02 09:50:00,173.6,9.73,4.766,7.089,2.6460000000000004
2017-08-02 10:00:00,169.9,9.84,5.622000000000001,7.677,3.365
2017-08-02 10:10:00,167.6,13.08,4.894,7.154,3.071
2017-08-02 10:20:00,176.8,10.58,5.3420000000000005,8.33,2.515
2017-08-02 10:30:00,182.9,15.82,4.917,6.795,1.5030000000000001
2017-08-02 10:40:00,193.2,23.89,4.63,9.41,1.307
2017-08-02 10:50:00,189.5,15.03,5.345,9.31,1.927
2017-08-02 11:00:00,183.4,16.07,5.295,11.27,1.927
2017-08-02 11:10:00,186.8,14.66,5.791,10.03,1.078
2017-08-02 11:20:00,181.5,18.69,5.546,8.92,1.895
2017-08-02 11:30:00,189.2,28.11,5.1560000000000015,10.13,0.065
2017-08-02 11:40:00,176.1,29.01,5.002,11.63,0.555
2017-08-02 11:50:00,184.1,22.27,4.921,9.77,1.47
2017-08-02 12:00:00,194.5,18.09,5.1770000000000005,10.39,0.555
2017-08-02 12:10:00,197.1,23.12,4.474,8.2,0.9470000000000001
2017-08-02 12:20:00,178.9,17.65,5.148,9.31,1.927
2017-08-02 12:30:00,176.6,25.66,4.523,9.51,1.045
2017-08-02 12:40:00,184.7,17.29,4.6850000000000005,9.6,1.5030000000000001
2017-08-02 12:50:00,184.9,22.86,3.157,5.1610000000000005,0.555
2017-08-02 13:00:00,184.5,19.77,3.364,7.807,1.176
2017-08-02 13:10:00,172.6,26.82,3.0380000000000003,7.121,0.0
2017-08-02 13:20:00,153.7,41.21,3.4210000000000003,7.84,0.098
2017-08-02 13:30:00,154.8,21.38,2.807,5.422999999999999,0.392
2017-08-02 13:40:00,161.1,24.34,3.808,7.677,1.143
2017-08-02 13:50:00,159.8,24.68,3.659,6.468,0.555
2017-08-02 14:00:00,159.5,21.67,3.42,6.697,1.274
2017-08-02 14:10:00,180.6,15.12,4.9,9.08,1.274
2017-08-02 14:20:00,168.8,16.09,4.511,8.85,1.3719999999999999
2017-08-02 14:30:00,185.3,20.28,3.209,5.325,1.013
2017-08-02 14:40:00,176.5,34.52,2.805,5.259,0.0
2017-08-02 14:50:00,184.8,24.67,2.999,6.533,0.882
2017-08-02 15:00:00,175.6,24.58,2.417,4.573,0.0
2017-08-02 15:10:00,182.1,23.76,3.248,7.187,0.7509999999999999
2017-08-02 15:20:00,179.1,28.04,3.6010000000000004,6.011,1.4369999999999998
2017-08-02 15:30:00,173.6,41.84,2.005,5.357,0.0
2017-08-02 15:40:00,172.0,16.67,4.053,8.33,1.274
2017-08-02 15:50:00,172.1,14.17,5.154,9.08,1.013
2017-08-02 16:00:00,167.9,20.52,3.889,8.82,0.523
2017-08-02 16:10:00,155.2,26.89,4.659,8.59,1.699
2017-08-02 16:20:00,162.1,22.26,4.689,9.08,0.98
2017-08-02 16:30:00,165.9,10.22,5.221,7.84,2.9730000000000003
2017-08-02 16:40:00,185.6,38.91,3.142,7.023,0.0
2017-08-02 16:50:00,197.9,17.03,3.914,8.69,0.915
2017-08-02 17:00:00,198.1,12.64,4.842,7.447999999999999,2.6460000000000004
2017-08-02 17:10:00,196.2,13.8,5.497999999999998,9.7,1.96
2017-08-02 17:20:00,194.0,14.31,6.188,8.92,4.181
2017-08-02 17:30:00,189.2,14.06,6.4,9.28,2.94
2017-08-02 17:40:00,200.4,9.17,4.921,7.154,2.319
2017-08-02 17:50:00,200.8,7.7,6.3870000000000005,8.98,3.234
2017-08-02 18:00:00,201.4,8.93,6.023,9.57,3.397
2017-08-02 18:10:00,200.7,9.66,6.6720000000000015,9.24,3.92
2017-08-02 18:20:00,197.2,10.92,6.28,9.21,3.332
2017-08-02 18:30:00,197.5,13.06,6.282,9.93,3.071
2017-08-02 18:40:00,185.9,11.88,5.04,7.121,2.287
2017-08-02 18:50:00,185.0,10.23,5.106,7.513,2.515
2017-08-02 19:00:00,182.5,6.2120000000000015,5.044,6.37,2.94
2017-08-02 19:10:00,181.8,6.096,5.739,7.6110000000000015,3.789
2017-08-02 19:20:00,180.3,5.723,6.409,8.72,3.43
2017-08-02 19:30:00,180.7,5.621,6.8279999999999985,9.44,4.149
2017-08-02 19:40:00,180.1,8.16,6.33,8.0,3.397
2017-08-02 19:50:00,181.4,7.455,5.79,8.0,4.312
2017-08-02 20:00:00,180.4,6.452000000000001,6.182,7.644,4.149
2017-08-02 20:10:00,180.7,6.591,5.752999999999999,7.187,3.528
2017-08-02 20:20:00,178.5,6.984,5.284,7.579,2.7110000000000003
2017-08-02 20:30:00,175.9,11.5,3.897,5.292000000000002,2.613
2017-08-02 20:40:00,176.4,7.496,4.118,6.3370000000000015,2.123
2017-08-02 20:50:00,179.6,6.1610000000000005,4.6560000000000015,6.468,3.267
2017-08-02 21:00:00,180.3,4.601,6.0710000000000015,7.905,3.691
2017-08-02 21:10:00,181.2,6.46,7.792000000000002,11.17,5.0310000000000015
2017-08-02 21:20:00,179.3,6.377000000000002,7.7620000000000005,10.16,5.422999999999999
2017-08-02 21:30:00,179.5,5.27,8.72,11.5,5.978
2017-08-02 21:40:00,180.0,5.5379999999999985,7.707999999999998,10.55,5.227
2017-08-02 21:50:00,181.0,5.893,8.08,10.29,5.1610000000000005
2017-08-02 22:00:00,181.2,5.533,7.8820000000000014,10.52,4.998
2017-08-02 22:10:00,180.4,5.769,8.66,11.3,5.455
2017-08-02 22:20:00,179.6,6.115,9.16,12.81,5.815
2017-08-02 22:30:00,178.7,5.608,8.17,10.29,5.7170000000000005
2017-08-02 22:40:00,177.4,5.256,8.54,10.58,5.39
2017-08-02 22:50:00,172.9,6.198,7.4929999999999986,10.32,5.782
2017-08-02 23:00:00,174.8,4.87,7.7810000000000015,9.47,6.042999999999998
2017-08-02 23:10:00,175.2,5.682,7.758999999999999,9.31,5.455
2017-08-02 23:20:00,177.5,4.098,7.536,9.9,5.553
2017-08-02 23:30:00,178.5,4.647,7.355,8.69,5.684
2017-08-02 23:40:00,178.5,5.127999999999999,7.779,9.38,5.684
2017-08-02 23:50:00,178.7,4.33,8.57,10.91,5.357
2017-08-03 00:00:00,179.6,4.17,10.11,12.9,6.827000000000001
2017-08-03 00:10:00,178.0,4.458,9.68,12.41,6.435
2017-08-03 00:20:00,178.2,4.745,9.41,12.28,6.435
2017-08-03 00:30:00,177.7,4.542,8.36,10.62,5.7170000000000005
2017-08-03 00:40:00,176.3,5.877999999999999,7.068,8.62,5.586
2017-08-03 00:50:00,174.5,5.167000000000002,8.51,11.14,6.533
2017-08-03 01:00:00,176.1,4.723,7.973,10.39,5.39
2017-08-03 01:10:00,174.4,4.254,8.1,11.14,6.109
2017-08-03 01:20:00,172.7,5.697,7.916,11.2,5.815
2017-08-03 01:30:00,174.6,5.214,9.87,12.32,6.795
2017-08-03 01:40:00,174.4,6.494,9.17,12.15,5.7170000000000005
2017-08-03 01:50:00,180.1,5.4,9.31,12.15,6.599
2017-08-03 02:00:00,178.4,6.08,9.41,11.89,6.501
2017-08-03 02:10:00,177.3,6.448,7.662000000000001,9.9,5.521
2017-08-03 02:20:00,178.0,5.808,10.05,12.81,6.0760000000000005
2017-08-03 02:30:00,176.6,5.82,9.85,13.46,6.9910000000000005
2017-08-03 02:40:00,177.9,5.747999999999998,9.78,12.54,7.121
2017-08-03 02:50:00,173.4,6.981,9.19,15.12,6.37
2017-08-03 03:00:00,175.9,6.624,9.01,14.28,5.684
2017-08-03 03:10:00,178.5,5.562,7.157,9.05,4.279
2017-08-03 03:20:00,176.8,6.5939999999999985,8.51,11.34,4.965
2017-08-03 03:30:00,177.1,7.216,8.46,11.56,6.207000000000002
2017-08-03 03:40:00,175.4,9.07,5.234,7.121,2.94
2017-08-03 03:50:00,178.4,6.676,5.518,6.893,3.5610000000000004
2017-08-03 04:00:00,176.4,7.268,7.237,9.02,3.92
2017-08-03 04:10:00,175.7,6.228,7.856,10.75,5.651
2017-08-03 04:20:00,179.0,7.289,7.358,11.04,4.6389999999999985
2017-08-03 04:30:00,179.9,6.7410000000000005,6.85,9.34,4.345
2017-08-03 04:40:00,180.1,8.58,5.739,8.89,3.691
2017-08-03 04:50:00,178.0,7.075,6.5070000000000014,8.82,4.541
2017-08-03 05:00:00,177.6,7.2,6.87,8.92,4.737
2017-08-03 05:10:00,176.7,5.655,6.976,9.11,5.0310000000000015
2017-08-03 05:20:00,179.3,6.9510000000000005,6.602,9.02,4.769
2017-08-03 05:30:00,178.4,6.477,6.96,9.24,5.1610000000000005
2017-08-03 05:40:00,177.6,6.587999999999999,6.2120000000000015,8.59,3.985
2017-08-03 05:50:00,182.6,8.55,5.98,9.24,2.6790000000000003
2017-08-03 06:00:00,179.0,7.842,5.393,7.677,3.691
2017-08-03 06:10:00,180.6,5.766,6.55,9.34,3.626
2017-08-03 06:20:00,177.4,6.216,6.2780000000000005,8.2,4.181
2017-08-03 06:30:00,179.0,6.67,6.1610000000000005,8.33,4.051
2017-08-03 06:40:00,173.0,5.9529999999999985,5.97,7.905,4.149
2017-08-03 06:50:00,176.3,5.997000000000001,6.476,8.4,3.9530000000000003
2017-08-03 07:00:00,178.0,5.886,7.147,10.0,4.802
2017-08-03 07:10:00,178.3,6.1560000000000015,7.362,9.6,4.704
2017-08-03 07:20:00,177.7,4.832,7.739,9.96,5.227
2017-08-03 07:30:00,180.9,6.565,7.732,10.94,5.4879999999999995
2017-08-03 07:40:00,180.2,8.88,6.722,10.55,4.083
2017-08-03 07:50:00,175.2,7.725,6.287000000000001,9.05,3.757
2017-08-03 08:00:00,175.9,6.154,6.478,8.85,4.769
2017-08-03 08:10:00,180.3,9.81,5.516,8.23,3.234
2017-08-03 08:20:00,182.4,12.73,5.259,8.07,2.548
2017-08-03 08:30:00,177.3,7.26,6.064,8.82,3.9530000000000003
2017-08-03 08:40:00,180.2,8.19,6.057,8.95,3.365
2017-08-03 08:50:00,178.7,6.761,6.359,9.05,4.051
2017-08-03 09:00:00,175.8,6.674,6.593,9.54,3.626
2017-08-03 09:10:00,178.5,7.607,6.8870000000000005,9.8,3.626
2017-08-03 09:20:00,184.3,8.22,6.7879999999999985,9.31,3.136
2017-08-03 09:30:00,181.2,5.398,7.216,9.28,4.9
2017-08-03 09:40:00,181.9,8.26,6.675,10.06,3.463
2017-08-03 09:50:00,183.0,7.68,7.348,10.62,4.671
2017-08-03 10:00:00,181.8,6.893,7.471,9.9,4.867
2017-08-03 10:10:00,179.0,6.8610000000000015,6.522,8.92,4.508
2017-08-03 10:20:00,186.4,12.66,6.584,10.03,3.626
2017-08-03 10:30:00,179.0,7.995,6.746,9.6,3.5610000000000004
2017-08-03 10:40:00,177.5,6.0470000000000015,6.198,8.53,3.528
2017-08-03 10:50:00,179.5,8.93,6.002000000000002,9.9,3.528
2017-08-03 11:00:00,178.5,7.2970000000000015,6.534,9.73,3.299
2017-08-03 11:10:00,176.2,7.0120000000000005,7.614,13.59,4.475
2017-08-03 11:20:00,183.6,8.23,6.6560000000000015,8.79,3.5610000000000004
2017-08-03 11:30:00,181.1,8.08,7.274,9.87,4.1160000000000005
2017-08-03 11:40:00,175.6,11.39,5.622999999999998,9.28,1.111
2017-08-03 11:50:00,187.7,15.55,5.745,9.54,2.7110000000000003
2017-08-03 12:00:00,198.5,21.4,4.808,8.49,0.784
2017-08-03 12:10:00,192.1,20.19,4.259,7.807,1.078
2017-08-03 12:20:00,202.6,17.59,4.158,9.38,1.274
2017-08-03 12:30:00,194.2,18.28,4.747,8.0,1.764
2017-08-03 12:40:00,198.9,16.0,4.242,6.86,1.7970000000000002
2017-08-03 12:50:00,198.3,19.12,4.649,8.36,2.025
2017-08-03 13:00:00,197.5,14.94,4.8580000000000005,8.1,1.601
2017-08-03 13:10:00,199.9,16.51,4.674,7.742000000000001,2.091
2017-08-03 13:20:00,181.3,8.56,7.907999999999999,12.58,2.7110000000000003
2017-08-03 13:30:00,182.4,13.23,7.224,11.07,2.9730000000000003
2017-08-03 13:40:00,194.4,12.4,6.289,9.54,3.593
2017-08-03 13:50:00,187.2,15.05,6.9110000000000005,9.93,3.495
2017-08-03 14:00:00,182.0,7.806,6.695,9.31,3.234
2017-08-03 14:10:00,192.5,19.97,4.841,9.77,1.7970000000000002
2017-08-03 14:20:00,195.1,15.3,5.091,9.44,0.8170000000000001
2017-08-03 14:30:00,196.1,14.18,5.8260000000000005,8.59,3.169
2017-08-03 14:40:00,181.3,7.655,6.978,9.83,4.247
2017-08-03 14:50:00,181.1,9.57,5.834,8.56,3.724
2017-08-03 15:00:00,191.7,12.54,5.84,9.67,3.332
2017-08-03 15:10:00,187.9,12.58,5.734,7.807,2.7439999999999998
2017-08-03 15:20:00,195.2,14.39,6.725,10.0,1.96
2017-08-03 15:30:00,199.7,10.87,6.158,9.18,2.809
2017-08-03 15:40:00,198.7,14.38,7.074,9.6,2.156
2017-08-03 15:50:00,195.6,12.53,7.728,12.48,3.855
2017-08-03 16:00:00,184.8,13.9,8.06,14.54,3.92
2017-08-03 16:10:00,186.8,15.44,5.957000000000002,9.24,2.9730000000000003
2017-08-03 16:20:00,187.4,11.7,6.112,10.62,2.842
2017-08-03 16:30:00,195.8,12.92,5.9879999999999995,9.11,1.666
2017-08-03 16:40:00,193.8,14.87,6.232,8.59,3.659
2017-08-03 16:50:00,199.8,11.35,5.707999999999998,8.43,2.9730000000000003
2017-08-03 17:00:00,198.8,14.08,5.322,10.26,1.013
2017-08-03 17:10:00,193.7,14.93,6.718,10.81,2.254
2017-08-03 17:20:00,192.7,17.11,6.831,11.24,3.136
2017-08-03 17:30:00,186.8,15.92,6.025,9.11,2.287
2017-08-03 17:40:00,189.3,14.78,6.18,9.34,3.757
2017-08-03 17:50:00,192.8,16.43,5.774,8.43,2.221
2017-08-03 18:00:00,187.7,15.64,4.58,7.775,0.784
